car,year,engine_hp,avg_mpg,price,salesman,dealership,sold_date,sold_month
Camaro,2003,140.0,29.0,18140,2,Car Town,2005-12-03,12
Camaro,2003,180.0,24.5,22005,2,Uptown Cars,2006-12-11,12
Camaro,2003,180.0,23.5,22705,3,Uptown Cars,2003-04-14,4
Camaro,2003,140.0,26.5,17340,2,Uptown Cars,2006-03-18,3
Camaro,2004,140.0,26.5,19535,2,Big Bobs,2007-11-04,11
Camaro,2004,180.0,25.0,22935,3,Big Bobs,2004-07-03,7
Camaro,2004,180.0,25.0,24810,3,Car Town,2007-02-10,2
Camaro,2004,180.0,25.5,22235,3,Uptown Cars,2005-04-28,4
Camaro,2004,140.0,29.0,18370,3,Car Town,2005-06-29,6
Camaro,2004,140.0,26.5,17570,2,Big Bobs,2004-03-06,3
Camaro,2004,140.0,29.0,20335,1,Big Bobs,2007-04-29,4
Camaro,2004,180.0,25.5,24110,1,Car Town,2005-04-24,4
Camaro,2005,140.0,26.5,17670,2,Uptown Cars,2005-04-08,4
Camaro,2005,180.0,25.5,22335,3,Uptown Cars,2008-04-20,4
Camaro,2005,180.0,25.0,23035,3,Uptown Cars,2008-12-16,12
Camaro,2005,140.0,29.0,18470,3,Big Bobs,2007-12-17,12
Mustang,1998,195.0,21.5,2655,3,Uptown Cars,2001-09-08,9
Mustang,1999,200.0,21.5,2702,3,Uptown Cars,1999-04-29,4
Mustang,2000,200.0,22.5,2937,2,Uptown Cars,2001-04-04,4
Mustang,1998,125.0,26.5,2000,2,Uptown Cars,1998-02-08,2
Mustang,1998,125.0,26.5,2000,4,Uptown Cars,2000-03-28,3
Mustang,1998,125.0,26.5,2000,2,Car Town,1999-05-16,5
Mustang,1998,125.0,26.5,2000,3,Car Town,2001-05-16,5
Mustang,1999,125.0,26.0,2000,4,Car Town,2002-05-19,5
Mustang,1999,125.0,26.0,2000,2,Uptown Cars,2000-03-24,3
Mustang,2000,170.0,22.5,2000,4,Uptown Cars,2002-12-28,12
Mustang,2000,125.0,26.0,2079,3,Car Town,2001-09-01,9
Camaro,2017,137.0,31.0,18750,2,Uptown Cars,2019-05-02,5
Camaro,2017,137.0,32.0,19490,4,Uptown Cars,2019-12-14,12
Camaro,2015,140.0,36.0,18965,4,Big Bobs,2017-10-01,10
Camaro,2015,132.0,33.5,18965,3,Uptown Cars,2016-04-27,4
Camaro,2015,140.0,35.0,19665,2,Uptown Cars,2016-01-15,1
Camaro,2015,132.0,33.0,19895,3,Car Town,2015-07-06,7
Camaro,2015,132.0,31.5,17550,2,Uptown Cars,2016-07-15,7
Camaro,2015,132.0,32.5,16950,3,Car Town,2015-12-04,12
Camaro,2015,132.0,32.5,21495,4,Car Town,2016-11-26,11
Camaro,2015,132.0,33.5,22025,3,Uptown Cars,2016-12-07,12
Camaro,2015,132.0,33.0,22955,1,Uptown Cars,2016-09-21,9
Camaro,2015,132.0,33.0,19195,2,Car Town,2018-12-12,12
Camaro,2015,140.0,35.0,22725,3,Uptown Cars,2017-04-11,4
Camaro,2015,132.0,33.5,18565,4,Car Town,2018-03-22,3
Camaro,2016,140.0,36.0,19135,3,Uptown Cars,2016-01-08,1
Camaro,2016,132.0,33.5,19135,3,Uptown Cars,2018-08-18,8
Camaro,2016,132.0,33.0,20065,2,Car Town,2019-11-23,11
Camaro,2016,132.0,32.5,17300,2,Big Bobs,2018-11-26,11
Camaro,2016,132.0,33.0,23125,4,Uptown Cars,2017-12-07,12
Camaro,2016,132.0,32.5,21665,1,Uptown Cars,2018-04-18,4
Camaro,2016,132.0,33.5,22195,3,Big Bobs,2017-03-16,3
Camaro,2016,140.0,35.0,19835,3,Uptown Cars,2016-10-13,10
Camaro,2016,132.0,33.0,20635,4,Car Town,2018-12-13,12
Camaro,2016,140.0,35.0,22895,2,Uptown Cars,2016-03-20,3
Camaro,2016,132.0,31.5,17900,4,Big Bobs,2017-04-05,4
Camaro,2016,132.0,33.5,18735,3,Uptown Cars,2018-03-23,3
Camaro,2016,132.0,33.0,19365,3,Uptown Cars,2018-12-11,12
Camaro,2017,132.0,31.5,22680,4,Car Town,2017-05-05,5
Camaro,2017,140.0,35.0,21300,3,Big Bobs,2018-08-20,8
Camaro,2017,132.0,32.0,18500,4,Car Town,2017-05-01,5
Camaro,2017,132.0,31.0,21665,2,Uptown Cars,2019-10-31,10
Camaro,2017,140.0,35.0,19335,4,Uptown Cars,2018-04-29,4
Camaro,2017,132.0,31.5,21900,3,Uptown Cars,2018-07-19,7
Camaro,2017,132.0,32.0,21825,3,Car Town,2020-10-09,10
Camaro,2017,132.0,32.0,18935,3,Car Town,2019-04-25,4
Camaro,2017,132.0,31.5,20445,2,Uptown Cars,2019-07-17,7
Camaro,1990,190.0,19.5,2000,3,Uptown Cars,1990-12-21,12
Camaro,1991,190.0,19.5,2000,3,Big Bobs,1991-05-06,5
Camaro,1992,190.0,19.5,2000,4,Car Town,1993-02-27,2
Mustang,2009,224.0,20.0,29205,4,Car Town,2011-12-30,12
Mustang,2010,224.0,20.0,29905,3,Uptown Cars,2011-05-14,5
Mustang,2011,239.0,20.0,29905,2,Car Town,2013-04-16,4
Mustang,1996,199.0,13.0,2000,2,Car Town,1998-08-27,8
Mustang,1996,145.0,13.0,2000,3,Uptown Cars,1998-10-27,10
Mustang,1996,145.0,13.0,2000,2,Uptown Cars,1996-03-01,3
Mustang,1996,145.0,13.0,2000,2,Car Town,1998-12-18,12
Mustang,1996,145.0,13.0,2000,3,Car Town,1996-03-20,3
Mustang,1997,200.0,14.5,2000,3,Car Town,1999-04-03,4
Mustang,1997,200.0,14.5,2123,4,Uptown Cars,1997-12-12,12
Mustang,1997,200.0,14.5,2074,2,Uptown Cars,2000-05-12,5
Mustang,1997,200.0,16.0,2000,2,Uptown Cars,2000-11-25,11
Mustang,1998,200.0,14.5,2301,4,Uptown Cars,2001-03-14,3
Mustang,1998,200.0,15.5,2079,3,Car Town,2001-06-21,6
Mustang,1998,200.0,14.5,2256,3,Uptown Cars,2001-10-18,10
Mustang,1998,200.0,14.5,2169,4,Car Town,2000-09-26,9
Mustang,1996,199.0,12.0,2000,3,Uptown Cars,1998-03-25,3
Mustang,1996,145.0,12.0,2000,3,Uptown Cars,1997-05-05,5
Mustang,1996,199.0,12.0,2000,2,Uptown Cars,1996-07-12,7
Mustang,1996,145.0,12.0,2000,3,Car Town,1996-05-06,5
Mustang,1997,200.0,14.5,2000,3,Car Town,1997-05-04,5
Mustang,1997,200.0,14.5,2000,3,Uptown Cars,2000-12-17,12
Mustang,1997,200.0,14.5,2000,3,Uptown Cars,1997-11-22,11
Mustang,1997,200.0,14.5,2000,3,Car Town,1999-05-24,5
Mustang,1998,235.0,15.0,2080,3,Uptown Cars,1999-10-29,10
Mustang,1998,235.0,15.0,2107,4,Uptown Cars,2001-04-18,4
Mustang,2012,255.0,14.0,31460,2,Car Town,2015-04-20,4
Mustang,2012,225.0,15.0,26630,2,Uptown Cars,2014-12-21,12
Mustang,2012,225.0,15.0,27630,2,Car Town,2015-04-27,4
Mustang,2012,225.0,15.0,28985,2,Uptown Cars,2013-08-24,8
Mustang,2012,225.0,15.0,27840,3,Uptown Cars,2015-03-01,3
Mustang,2012,255.0,14.0,30560,3,Car Town,2015-04-01,4
Mustang,2013,225.0,15.0,27325,2,Car Town,2013-04-08,4
Mustang,2013,255.0,14.0,31485,3,Car Town,2014-12-27,12
Mustang,2013,225.0,15.0,30145,3,Uptown Cars,2014-03-11,3
Mustang,2013,225.0,15.0,28785,4,Uptown Cars,2013-12-24,12
Mustang,2013,225.0,15.0,28540,2,Uptown Cars,2016-04-08,4
Mustang,2013,255.0,14.0,32385,3,Uptown Cars,2013-08-23,8
Mustang,2014,225.0,14.5,28600,3,Uptown Cars,2017-06-09,6
Mustang,2014,255.0,14.0,32760,2,Car Town,2017-03-13,3
Mustang,2014,225.0,14.5,30060,4,Car Town,2014-12-15,12
Mustang,2014,225.0,14.5,31420,3,Uptown Cars,2016-05-02,5
Mustang,2014,255.0,14.0,33660,2,Uptown Cars,2016-04-27,4
Mustang,2014,225.0,14.5,29815,3,Big Bobs,2015-05-06,5
Mustang,2012,225.0,14.5,28760,3,Uptown Cars,2014-12-08,12
Mustang,2012,255.0,13.0,34320,2,Uptown Cars,2013-12-16,12
Mustang,2012,255.0,13.0,35620,3,Big Bobs,2012-09-23,9
Mustang,2012,255.0,13.0,34160,3,Car Town,2015-08-12,8
Mustang,2012,225.0,14.5,31200,3,Car Town,2014-10-04,10
Mustang,2012,255.0,13.0,31855,3,Uptown Cars,2013-07-19,7
Mustang,2013,255.0,13.0,35245,3,Car Town,2016-04-05,4
Mustang,2013,255.0,13.0,36545,3,Uptown Cars,2015-07-08,7
Mustang,2013,255.0,13.0,32785,3,Uptown Cars,2016-08-01,8
Mustang,2013,255.0,13.0,35085,4,Car Town,2015-11-19,11
Mustang,2013,225.0,14.5,29455,4,Car Town,2014-04-22,4
Mustang,2013,225.0,14.5,31900,4,Uptown Cars,2016-12-26,12
Mustang,2014,225.0,14.5,32675,3,Uptown Cars,2016-11-20,11
Mustang,2014,255.0,13.0,37320,2,Car Town,2017-04-03,4
Mustang,2014,255.0,13.0,36020,3,Car Town,2016-10-15,10
Mustang,2014,255.0,13.0,35860,4,Big Bobs,2016-11-23,11
Mustang,2014,255.0,13.0,33560,3,Big Bobs,2016-10-03,10
Mustang,2014,225.0,14.5,30230,3,Uptown Cars,2014-04-17,4
Camaro,2003,108.0,34.0,10775,3,Big Bobs,2003-04-29,4
Camaro,2003,108.0,32.0,11575,3,Car Town,2004-02-10,2
Camaro,2003,108.0,34.0,10245,3,Big Bobs,2003-12-18,12
Camaro,2003,108.0,32.0,11045,1,Uptown Cars,2006-05-21,5
Camaro,2004,108.0,34.0,10885,2,Big Bobs,2006-01-06,1
Camaro,2004,108.0,32.0,11685,3,Big Bobs,2004-04-09,4
Camaro,2004,108.0,32.0,11155,3,Uptown Cars,2007-01-01,1
Camaro,2004,108.0,34.0,10355,2,Car Town,2006-02-15,2
Camaro,2005,108.0,34.0,10985,3,Uptown Cars,2006-03-28,3
Camaro,2005,108.0,32.0,11255,4,Uptown Cars,2006-05-05,5
Camaro,2005,108.0,32.0,11785,3,Car Town,2006-12-07,12
Camaro,2005,108.0,34.0,10455,3,Uptown Cars,2005-05-22,5
Mustang,2015,245.0,24.0,30095,2,Uptown Cars,2015-09-22,9
Mustang,2015,245.0,24.0,33495,3,Uptown Cars,2015-12-19,12
Mustang,2015,245.0,25.0,28100,3,Uptown Cars,2017-10-15,10
Mustang,2015,245.0,25.0,31500,4,Car Town,2016-01-03,1
Mustang,2015,315.0,20.5,40095,3,Uptown Cars,2017-05-02,5
Mustang,2015,315.0,22.5,38100,3,Uptown Cars,2016-09-21,9
Mustang,2015,245.0,24.0,37595,3,Uptown Cars,2015-12-21,12
Mustang,2015,245.0,25.0,35600,2,Uptown Cars,2015-11-07,11
Mustang,2016,245.0,25.0,28700,3,Car Town,2019-10-18,10
Mustang,2016,245.0,24.0,30695,2,Uptown Cars,2016-03-29,3
Mustang,2016,245.0,25.0,31790,3,Big Bobs,2017-05-10,5
Mustang,2016,245.0,24.0,37595,2,Car Town,2019-03-20,3
Mustang,2016,315.0,20.5,40900,3,Uptown Cars,2017-04-07,4
Mustang,2016,245.0,24.0,33785,4,Uptown Cars,2019-03-21,3
Mustang,2016,245.0,25.0,35600,3,Uptown Cars,2018-07-08,7
Mustang,2017,245.0,25.0,28950,2,Car Town,2019-04-10,4
Mustang,2017,245.0,23.5,37595,2,Uptown Cars,2018-04-25,4
Mustang,2017,315.0,20.5,40900,2,Uptown Cars,2019-12-01,12
Mustang,2017,245.0,23.5,30945,3,Uptown Cars,2019-05-26,5
Mustang,2017,245.0,23.5,33785,4,Big Bobs,2017-05-04,5
Mustang,2017,245.0,24.5,31790,2,Uptown Cars,2020-11-24,11
Mustang,2017,245.0,24.5,35600,1,Car Town,2018-12-21,12
Mustang,2009,177.0,32.5,31975,3,Car Town,2011-04-28,4
Mustang,2009,177.0,28.0,33725,2,Uptown Cars,2010-05-09,5
Mustang,2009,177.0,32.5,29645,3,Car Town,2009-03-06,3
Mustang,2009,177.0,28.0,31395,1,Uptown Cars,2010-02-25,2
Mustang,2010,177.0,28.5,34120,3,Big Bobs,2011-03-06,3
Mustang,2010,177.0,32.5,32370,3,Car Town,2010-04-22,4
Mustang,2010,177.0,28.5,31610,3,Big Bobs,2012-03-12,3
Mustang,2010,177.0,32.5,29860,3,Car Town,2010-05-30,5
Mustang,2011,177.0,32.5,30570,4,Uptown Cars,2013-01-11,1
Mustang,2011,177.0,28.5,34830,3,Big Bobs,2014-11-01,11
Mustang,2011,177.0,28.5,32320,3,Uptown Cars,2011-03-09,3
Mustang,2011,177.0,32.5,33080,3,Car Town,2014-04-26,4
Mustang,2015,178.0,27.5,29735,3,Car Town,2015-04-08,4
Mustang,2015,178.0,27.5,25650,4,Car Town,2017-05-12,5
Mustang,2015,178.0,26.0,27400,3,Car Town,2018-02-04,2
Mustang,2015,168.0,26.5,23450,2,Car Town,2017-03-20,3
Mustang,2015,178.0,26.0,31485,2,Car Town,2016-04-11,4
Mustang,2016,178.0,25.5,27540,4,Uptown Cars,2016-04-02,4
Mustang,2016,178.0,27.5,25790,3,Uptown Cars,2017-05-18,5
Mustang,2016,178.0,27.5,29995,3,Car Town,2018-05-20,5
Mustang,2016,168.0,26.5,23590,3,Uptown Cars,2016-05-24,5
Mustang,2016,178.0,25.5,31745,4,Car Town,2017-03-28,3
Mustang,2017,168.0,25.0,23600,4,Car Town,2019-10-16,10
Mustang,2017,254.82528263103802,26.5,29100,4,Big Bobs,2019-01-03,1
Mustang,2017,254.82528263103802,25.0,30850,4,Uptown Cars,2018-04-27,4
Mustang,2017,254.82528263103802,25.0,26850,4,Big Bobs,2017-05-20,5
Mustang,2017,254.82528263103802,26.5,25100,3,Uptown Cars,2018-03-19,3
Mustang,2001,130.0,27.0,12340,3,Uptown Cars,2003-12-28,12
Mustang,2002,130.0,26.5,14315,3,Car Town,2005-12-29,12
Mustang,2002,130.0,27.0,12815,1,Uptown Cars,2002-05-21,5
Mustang,2002,110.0,27.5,15015,1,Uptown Cars,2004-12-25,12
Mustang,2002,130.0,26.5,13860,3,Big Bobs,2005-06-10,6
Mustang,2002,110.0,27.5,14090,2,Uptown Cars,2002-05-12,5
Mustang,2003,130.0,26.5,13205,3,Uptown Cars,2006-10-17,10
Mustang,2003,130.0,26.5,14355,4,Big Bobs,2006-01-14,1
Mustang,2003,130.0,26.5,14810,3,Uptown Cars,2006-05-04,5
Mustang,2016,365.0,17.5,58185,3,Uptown Cars,2016-05-15,5
Mustang,2016,365.0,18.0,62025,4,Car Town,2017-05-06,5
Mustang,2016,365.0,18.0,62985,3,Uptown Cars,2018-05-22,5
Mustang,2016,365.0,19.0,59375,3,Car Town,2017-03-18,3
Mustang,2016,365.0,17.0,66025,2,Car Town,2018-02-28,2
Mustang,2016,365.0,18.0,57795,3,Uptown Cars,2017-03-20,3
Mustang,2016,365.0,17.0,60835,3,Uptown Cars,2018-05-17,5
Mustang,2016,365.0,17.0,64945,2,Uptown Cars,2016-03-17,3
Mustang,2016,365.0,19.0,45435,2,Uptown Cars,2019-04-30,4
Mustang,2016,365.0,17.5,63375,3,Uptown Cars,2016-03-19,3
Mustang,2016,365.0,17.5,48360,2,Car Town,2016-08-08,8
Mustang,2016,365.0,19.0,60335,3,Uptown Cars,2017-03-29,3
Mustang,2016,365.0,18.0,48145,3,Uptown Cars,2016-03-12,3
Mustang,2016,365.0,17.5,62295,4,Car Town,2018-12-01,12
Mustang,2016,365.0,19.0,55145,3,Car Town,2018-03-14,3
Mustang,2016,365.0,17.0,51070,3,Car Town,2019-12-22,12
Mustang,2016,365.0,19.0,41135,4,Car Town,2017-04-29,4
Mustang,2016,365.0,17.0,47330,3,Uptown Cars,2019-06-04,6
Mustang,2016,365.0,17.5,44055,3,Car Town,2016-05-19,5
Mustang,2016,365.0,18.0,44410,4,Uptown Cars,2018-08-04,8
Mustang,2017,365.0,17.5,58021,3,Big Bobs,2018-09-18,9
Mustang,2017,365.0,17.5,49150,4,Uptown Cars,2018-10-13,10
Mustang,2017,365.0,17.5,62590,3,Uptown Cars,2018-04-21,4
Mustang,2017,365.0,18.0,63307,3,Car Town,2020-05-22,5
Mustang,2017,365.0,17.5,65957,4,Car Town,2017-06-12,6
Mustang,2017,365.0,17.5,58410,3,Car Town,2020-12-29,12
Mustang,2017,365.0,18.0,46225,3,Uptown Cars,2020-12-10,12
Mustang,2017,365.0,18.0,59940,3,Uptown Cars,2018-12-19,12
Mustang,2017,365.0,17.0,51861,3,Car Town,2018-06-10,6
Mustang,2017,365.0,17.0,61061,3,Car Town,2017-12-04,12
Mustang,2017,365.0,17.0,65510,2,Car Town,2017-03-14,3
Mustang,2017,365.0,17.5,66347,3,Car Town,2018-03-20,3
Mustang,2017,365.0,17.5,62860,3,Uptown Cars,2020-08-11,8
Mustang,2017,365.0,17.5,48936,3,Uptown Cars,2020-04-03,4
Mustang,2017,365.0,18.0,55370,2,Uptown Cars,2017-05-18,5
Mustang,2017,365.0,17.0,68996,4,Uptown Cars,2017-03-26,3
Mustang,2008,292.0,16.0,31320,3,Uptown Cars,2010-04-24,4
Mustang,2008,292.0,16.0,31320,2,Uptown Cars,2010-07-25,7
Mustang,2008,210.0,16.0,30015,3,Uptown Cars,2011-05-28,5
Mustang,2008,210.0,16.0,27925,3,Big Bobs,2009-07-09,7
Mustang,2008,210.0,17.0,25400,3,Uptown Cars,2011-05-22,5
Mustang,2008,292.0,16.5,28800,2,Car Town,2009-10-30,10
Mustang,2008,210.0,16.0,30015,3,Uptown Cars,2011-04-11,4
Mustang,2008,292.0,16.5,26710,2,Uptown Cars,2009-05-29,5
Mustang,2008,210.0,17.0,27490,3,Uptown Cars,2008-11-30,11
Mustang,2008,292.0,16.0,29235,3,Car Town,2009-05-02,5
Mustang,2009,292.0,18.0,31145,3,Big Bobs,2009-12-28,12
Mustang,2009,210.0,17.0,29835,4,Uptown Cars,2009-12-27,12
Mustang,2009,210.0,16.0,28510,3,Uptown Cars,2012-04-16,4
Mustang,2009,292.0,16.5,33670,3,Car Town,2009-12-18,12
Mustang,2009,292.0,16.5,33670,2,Uptown Cars,2009-05-15,5
Mustang,2009,210.0,17.0,29835,2,Big Bobs,2011-03-18,3
Mustang,2009,292.0,16.5,29820,1,Car Town,2011-09-04,9
Mustang,2009,292.0,18.0,31145,3,Car Town,2009-03-21,3
Mustang,2009,292.0,18.0,27295,3,Big Bobs,2011-07-25,7
Mustang,2009,210.0,16.0,32360,2,Car Town,2010-08-02,8
Mustang,2009,210.0,17.0,25985,3,Car Town,2009-09-07,9
Mustang,2009,210.0,16.0,32360,2,Uptown Cars,2012-05-03,5
Mustang,2010,210.0,17.0,33065,3,Uptown Cars,2013-01-07,1
Mustang,2010,210.0,16.0,35590,4,Big Bobs,2010-05-11,5
Mustang,2010,210.0,17.0,28210,3,Uptown Cars,2012-03-29,3
Mustang,2010,210.0,16.0,35590,4,Car Town,2011-12-07,12
Mustang,2010,210.0,16.0,30735,3,Uptown Cars,2012-11-20,11
Mustang,2001,203.0,16.0,24055,3,Car Town,2003-11-19,11
Mustang,2001,203.0,18.0,21035,4,Car Town,2001-11-23,11
Mustang,2002,203.0,17.5,24615,4,Car Town,2003-05-22,5
Mustang,2002,203.0,16.0,24240,3,Car Town,2005-05-04,5
Mustang,2002,203.0,18.0,21220,3,Uptown Cars,2003-03-04,3
Mustang,2002,203.0,15.5,26075,3,Car Town,2003-02-21,2
Mustang,2002,203.0,17.5,22265,3,Big Bobs,2002-07-19,7
Mustang,2002,203.0,17.5,23055,3,Uptown Cars,2003-04-10,4
Mustang,2002,203.0,15.5,27780,3,Car Town,2002-05-12,5
Mustang,2002,203.0,15.5,25285,4,Uptown Cars,2004-11-11,11
Mustang,2003,203.0,16.5,23835,4,Car Town,2006-12-24,12
Mustang,2003,203.0,16.0,25565,3,Uptown Cars,2004-12-11,12
Mustang,2003,203.0,16.5,22545,4,Uptown Cars,2005-05-07,5
Mustang,2003,203.0,16.5,25595,3,Car Town,2006-12-23,12
Mustang,2003,203.0,16.0,28760,3,Uptown Cars,2006-04-17,4
Mustang,2003,203.0,15.5,24890,2,Big Bobs,2004-07-12,7
Mustang,2003,203.0,16.0,26915,2,Uptown Cars,2003-05-18,5
Mustang,2003,203.0,17.5,21870,3,Big Bobs,2004-04-23,4
Mustang,2015,290.0,20.5,33000,4,Car Town,2015-04-12,4
Mustang,2015,290.0,20.0,40200,3,Uptown Cars,2016-10-17,10
Mustang,2015,290.0,20.5,38200,3,Car Town,2016-05-24,5
Mustang,2015,290.0,20.0,32700,3,Uptown Cars,2015-04-09,4
Mustang,2015,290.0,20.5,30700,4,Big Bobs,2018-05-28,5
Mustang,2015,365.0,19.0,43100,2,Uptown Cars,2017-05-02,5
Mustang,2015,290.0,20.0,35000,4,Uptown Cars,2017-05-04,5
Mustang,2016,290.0,19.5,35400,4,Uptown Cars,2016-03-16,3
Mustang,2016,290.0,20.5,41300,3,Uptown Cars,2018-04-08,4
Mustang,2016,365.0,19.0,52970,3,Big Bobs,2018-11-17,11
Mustang,2016,365.0,19.0,43500,2,Uptown Cars,2018-07-12,7
Mustang,2016,290.0,20.5,31050,3,Uptown Cars,2016-01-30,1
Mustang,2016,290.0,19.5,33050,2,Uptown Cars,2016-03-14,3
Mustang,2016,290.0,19.5,43300,3,Car Town,2017-02-08,2
Mustang,2016,290.0,20.5,33400,2,Big Bobs,2019-12-10,12
Mustang,2017,365.0,19.0,53235,2,Uptown Cars,2020-05-19,5
Mustang,2017,290.0,19.5,33310,3,Uptown Cars,2020-04-22,4
Mustang,2017,280.0,23.0,41525,3,Uptown Cars,2018-02-25,2
Mustang,2017,290.0,20.5,33625,3,Car Town,2020-07-28,7
Mustang,2017,290.0,20.5,31160,2,Uptown Cars,2020-08-09,8
Mustang,2017,365.0,19.0,45205,3,Uptown Cars,2017-04-27,4
Mustang,2017,290.0,19.5,35775,3,Uptown Cars,2019-09-08,9
Mustang,2017,280.0,21.5,43675,2,Uptown Cars,2019-03-09,3
Mustang,2004,202.0,17.0,22295,3,Big Bobs,2007-02-02,2
Mustang,2004,231.0,15.0,26160,3,Car Town,2006-12-14,12
Mustang,2004,202.0,15.5,23830,3,Car Town,2007-12-21,12
Mustang,2004,202.0,17.0,22315,4,Car Town,2006-03-21,3
Mustang,2004,202.0,15.5,25730,1,Uptown Cars,2004-04-22,4
Mustang,2004,202.0,17.0,20490,4,Uptown Cars,2005-04-26,4
Mustang,2004,202.0,17.0,25160,3,Big Bobs,2005-01-24,1
Mustang,2004,231.0,15.0,26460,3,Big Bobs,2006-10-21,10
Mustang,2004,202.0,17.0,22615,4,Big Bobs,2006-05-14,5
Mustang,2004,202.0,17.0,23160,4,Car Town,2006-05-05,5
Mustang,2004,202.0,15.5,26575,2,Car Town,2006-05-26,5
Mustang,2004,202.0,17.0,19910,2,Big Bobs,2005-02-17,2
Mustang,2004,202.0,15.5,26030,3,Car Town,2004-03-20,3
Mustang,2004,202.0,17.0,19610,1,Car Town,2004-05-12,5
Mustang,2004,231.0,16.0,22595,4,Uptown Cars,2006-12-20,12
Mustang,2004,231.0,16.0,25460,3,Car Town,2005-02-17,2
Mustang,2004,231.0,15.0,28975,4,Big Bobs,2005-04-20,4
Mustang,2004,202.0,15.5,23285,3,Car Town,2005-03-30,3
Mustang,2004,231.0,15.0,29275,3,Big Bobs,2004-03-30,3
Mustang,2004,202.0,15.5,22985,4,Big Bobs,2006-05-13,5
Mustang,1995,240.0,13.0,4508,1,Uptown Cars,1995-10-01,10
Mustang,1999,360.0,13.5,5691,1,Uptown Cars,2002-04-10,4
Mustang,2000,360.0,13.5,5860,4,Uptown Cars,2002-05-24,5
Mustang,2015,325.0,20.5,45090,2,Car Town,2015-12-20,12
Mustang,2015,282.0,21.5,34205,2,Car Town,2018-05-28,5
Mustang,2015,325.0,22.5,35310,3,Uptown Cars,2016-04-16,4
Mustang,2015,282.0,21.5,36555,3,Uptown Cars,2016-05-05,5
Mustang,2015,385.0,18.0,55305,3,Uptown Cars,2015-09-22,9
Mustang,2015,385.0,18.0,43785,3,Uptown Cars,2016-03-02,3
Mustang,2015,325.0,22.5,39310,3,Uptown Cars,2015-01-25,1
Mustang,2015,282.0,20.0,30975,3,Uptown Cars,2017-12-17,12
Mustang,2015,385.0,18.0,39485,2,Uptown Cars,2017-08-19,8
Mustang,2015,282.0,21.5,31320,2,Car Town,2017-05-26,5
Mustang,2015,282.0,20.0,33515,3,Big Bobs,2016-12-17,12
Mustang,2015,385.0,18.0,52545,2,Uptown Cars,2018-03-16,3
Mustang,2015,385.0,18.0,35360,3,Car Town,2018-12-29,12
Mustang,2015,325.0,22.5,37665,4,Uptown Cars,2017-03-05,3
Mustang,2015,325.0,22.5,39610,3,Uptown Cars,2017-12-21,12
Mustang,2015,282.0,20.0,36055,3,Uptown Cars,2016-05-29,5
Mustang,2015,282.0,21.5,26030,3,Big Bobs,2018-04-28,4
Mustang,2015,385.0,18.5,51585,3,Uptown Cars,2016-03-22,3
Mustang,2015,385.0,18.0,49120,3,Uptown Cars,2018-01-09,1
Mustang,2015,282.0,21.5,31625,3,Uptown Cars,2016-11-30,11
Mustang,2015,385.0,18.0,46140,2,Car Town,2018-06-06,6
Mustang,2015,325.0,22.5,33655,4,Uptown Cars,2018-05-30,5
Mustang,2015,385.0,18.5,49420,3,Uptown Cars,2015-03-22,3
Mustang,2015,282.0,20.0,37630,3,Car Town,2018-02-09,2
Mustang,2015,325.0,22.5,41970,4,Uptown Cars,2018-06-16,6
Mustang,2015,282.0,20.0,34745,3,Car Town,2018-05-08,5
Mustang,2015,385.0,18.5,51885,1,Uptown Cars,2016-12-21,12
Mustang,2015,282.0,20.0,30675,4,Uptown Cars,2017-03-14,3
Mustang,2015,325.0,22.5,41670,1,Uptown Cars,2017-03-13,3
Mustang,2015,385.0,18.0,52845,3,Uptown Cars,2018-04-09,4
Mustang,2015,385.0,18.0,41840,3,Uptown Cars,2016-05-02,5
Mustang,2015,282.0,21.5,26330,2,Uptown Cars,2018-08-07,8
Mustang,2015,282.0,21.5,30090,3,Car Town,2016-02-01,2
Mustang,2015,325.0,22.5,31200,3,Big Bobs,2017-10-07,10
Mustang,2015,282.0,21.5,32545,2,Uptown Cars,2015-08-24,8
Mustang,2015,385.0,18.0,55010,3,Car Town,2015-03-30,3
Mustang,2015,325.0,20.5,42735,3,Car Town,2017-05-21,5
Mustang,2015,282.0,20.0,35045,1,Big Bobs,2016-05-13,5
Mustang,2015,385.0,18.0,37815,2,Uptown Cars,2016-05-16,5
Mustang,2015,282.0,20.0,40050,3,Uptown Cars,2016-03-28,3
Mustang,2016,282.0,20.0,31185,2,Uptown Cars,2019-05-20,5
Mustang,2016,385.0,18.0,53775,2,Uptown Cars,2017-12-30,12
Mustang,2016,282.0,21.5,37140,4,Car Town,2019-10-29,10
Mustang,2016,282.0,21.5,26540,3,Car Town,2016-12-14,12
Mustang,2016,282.0,21.5,30600,2,Big Bobs,2017-08-03,8
Mustang,2016,385.0,18.5,52815,3,Car Town,2016-03-21,3
Mustang,2016,385.0,18.0,53475,4,Car Town,2016-03-30,3
Mustang,2016,385.0,18.0,56235,4,Uptown Cars,2016-12-26,12
Mustang,2016,385.0,18.0,40070,2,Uptown Cars,2017-04-15,4
Mustang,2016,385.0,18.0,50050,3,Uptown Cars,2019-01-10,1
Mustang,2016,282.0,21.5,31905,2,Uptown Cars,2019-03-13,3
Mustang,2016,282.0,20.0,35330,4,Car Town,2016-05-05,5
Mustang,2016,282.0,21.5,26840,3,Uptown Cars,2018-09-28,9
